customer_id,fico_score,loan_amount,tenure_months,state,plan_type,monthly_income,date_issued,loan_status
2032,597.0,37413,18,MI,Individual,6245.0,2025-10-28,Current
2033,700.0,13435,18,WA,Business,3443.0,2025-10-29,Current
2034,712.0,31067,18,IL,Family,3598.0,2025-10-30,Current
2035,656.0,25258,12,NY,Business,3757.0,2025-10-31,Current
2036,759.0,31287,24,IL,Individual,6248.0,2025-11-01,Current
2037,619.0,6688,18,IL,Family,6438.0,2025-11-02,Current
2038,607.0,10689,24,FL,Business,2406.0,2025-11-03,Current
2039,691.0,4379,12,WA,Individual,6009.0,2025-11-04,Current
2040,732.0,40011,12,NY,Individual,5728.0,2025-11-05,Current
2041,764.0,46005,24,OH,Family,6830.0,2025-11-06,Current
2042,657.0,30624,24,TX,Individual,5078.0,2025-11-07,Current
2043,734.0,28964,18,GA,Individual,4434.0,2025-11-08,Current
2044,678.0,25891,24,GA,Business,6218.0,2025-11-09,Default
2045,671.0,41379,36,FL,Business,5548.0,2025-11-10,Current
2046,724.0,15516,36,MI,Family,7867.0,2025-11-11,Current
2047,713.0,16886,24,CA,Family,5938.0,2025-11-12,Current
2048,601.0,23307,24,TX,Business,4730.0,2025-11-13,Current
2049,754.0,27843,12,NY,Family,2739.0,2025-11-14,Current
2050,749.0,49484,24,GA,Individual,3629.0,2025-11-15,Current
2051,649.0,8912,18,MI,Individual,2346.0,2025-11-16,Current
2052,700.0,24514,36,CA,Individual,4177.0,2025-11-17,Current
2053,705.0,24823,6,WA,Individual,5889.0,2025-11-18,Current
2054,693.0,31797,18,NY,Individual,4494.0,2025-11-19,Current
2055,652.0,9449,18,IL,Individual,6033.0,2025-11-20,Current
2056,646.0,4725,18,MI,Individual,5006.0,2025-11-21,Current
2057,679.0,18870,12,NY,Individual,3895.0,2025-11-22,Current
2058,739.0,12304,18,TX,Family,4631.0,2025-11-23,Current
2059,707.0,10522,24,IL,Individual,5208.0,2025-11-24,Current
2060,661.0,16663,24,TX,Family,4709.0,2025-11-25,Current
2061,719.0,7784,12,NC,Individual,4726.0,2025-11-26,Current
2062,538.0,12472,24,GA,Business,3346.0,2025-11-27,Current
2063,737.0,31952,12,CA,Business,3851.0,2025-11-28,Current
2064,593.0,13055,12,MI,Family,7888.0,2025-11-29,Current
2065,662.0,32508,24,IL,Family,6343.0,2025-11-30,Default
2066,624.0,15676,24,GA,Business,2289.0,2025-12-01,Current
2067,615.0,28192,18,FL,Individual,950.0,2025-12-02,Default
2068,738.0,27722,18,TX,Business,4614.0,2025-12-03,Current
2069,657.0,10446,12,NC,Family,5840.0,2025-12-04,Current
2070,697.0,7725,18,TX,Family,3720.0,2025-12-05,Current
2071,678.0,23061,12,NY,Individual,6032.0,2025-12-06,Current
2072,704.0,25671,36,WA,Family,4589.0,2025-12-07,Current
2073,684.0,4409,24,NC,Family,4255.0,2025-12-08,Current
2074,616.0,11205,24,NC,Family,5634.0,2025-12-09,Current
2075,730.0,19365,18,CA,Family,3702.0,2025-12-10,Current
2076,655.0,3256,24,MI,Individual,4070.0,2025-12-11,Current
2077,602.0,18704,18,FL,Individual,5505.0,2025-12-12,Current
2078,659.0,32902,12,FL,Individual,4453.0,2025-12-13,Default
2079,755.0,38758,12,CA,Individual,7363.0,2025-12-14,Current
2080,723.0,4195,24,TX,Individual,5541.0,2025-12-15,Current
2081,663.0,37012,36,OH,Individual,5443.0,2025-12-16,Current
2082,663.0,14415,12,GA,Individual,4426.0,2025-12-17,Current
2083,664.0,42534,12,OH,Individual,5812.0,2025-12-18,Current
2084,784.0,24686,18,NY,Individual,4016.0,2025-12-19,Current
2085,699.0,14662,24,FL,Business,4924.0,2025-12-20,Current
2086,702.0,31743,12,MI,Family,3126.0,2025-12-21,Current
2087,732.0,35161,12,WA,Family,6059.0,2025-12-22,Current
2088,692.0,46081,24,TX,Individual,4936.0,2025-12-23,Current
2089,667.0,5402,18,MI,Family,7474.0,2025-12-24,Current
2090,670.0,16275,6,MI,Family,8088.0,2025-12-25,Current
2091,676.0,31182,6,IL,Business,5645.0,2025-12-26,Default
2092,678.0,17915,24,NC,Family,4603.0,2025-12-27,Current
2093,716.0,3909,18,GA,Family,3081.0,2025-12-28,Current
2094,683.0,3372,36,NC,Business,5857.0,2025-12-29,Current
2095,717.0,25620,24,MI,Individual,4815.0,2025-12-30,Current
2096,676.0,37112,6,CA,Individual,5307.0,2025-12-31,Default
2097,684.0,11515,18,OH,Family,7095.0,2026-01-01,Current
2098,580.0,5431,18,IL,Individual,3263.0,2026-01-02,Current
2099,726.0,24054,12,NC,Individual,3114.0,2026-01-03,Current
2100,697.0,35624,36,NY,Family,4145.0,2026-01-04,Current
2101,730.0,13585,24,WA,Individual,5732.0,2026-01-05,Current
2102,535.0,34958,12,WA,Family,5332.0,2026-01-06,Default
2103,784.0,4695,12,GA,Business,3156.0,2026-01-07,Current
2104,673.0,37675,6,NY,Individual,5635.0,2026-01-08,Current
2105,735.0,36787,12,NC,Individual,2698.0,2026-01-09,Current
2106,628.0,47225,18,NC,Individual,3243.0,2026-01-10,Default
2107,711.0,4403,18,MI,Individual,4327.0,2026-01-11,Default
2108,627.0,20810,36,NC,Individual,3670.0,2026-01-12,Default
2109,649.0,11855,6,NY,Individual,5835.0,2026-01-13,Current
2110,776.0,41636,18,WA,Individual,4930.0,2026-01-14,Current
2111,670.0,13839,24,MI,Individual,7148.0,2026-01-15,Current
2112,691.0,3010,18,TX,Family,4129.0,2026-01-16,Current
2113,724.0,42098,6,NY,Business,4317.0,2026-01-17,Current
2114,705.0,12230,12,CA,Family,6316.0,2026-01-18,Current
2115,688.0,43232,12,NC,Family,4364.0,2026-01-19,Current
2116,698.0,38771,36,WA,Individual,6741.0,2026-01-20,Current
2117,800.0,32256,36,OH,Family,5311.0,2026-01-21,Current
2118,677.0,28651,36,NC,Individual,971.0,2026-01-22,Current
2119,690.0,35383,24,CA,Individual,6266.0,2026-01-23,Current
2120,733.0,42963,12,WA,Business,5869.0,2026-01-24,Current
2121,735.0,16662,36,GA,Individual,5927.0,2026-01-25,Current
2122,739.0,16739,36,NC,Individual,1634.0,2026-01-26,Current
2123,712.0,4789,12,MI,Business,3506.0,2026-01-27,Current
2124,623.0,22420,12,IL,Business,3617.0,2026-01-28,Current
2125,762.0,26761,18,NY,Individual,3238.0,2026-01-29,Current
2126,623.0,43366,12,CA,Individual,7113.0,2026-01-30,Current
2127,695.0,40606,6,NC,Family,4482.0,2026-01-31,Current
2128,642.0,41640,36,TX,Family,4445.0,2026-02-01,Current
2129,677.0,47135,36,OH,Individual,5328.0,2026-02-02,Current
2130,696.0,40067,12,WA,Family,5354.0,2026-02-03,Current
2131,696.0,20357,18,CA,Business,-502.0,2026-02-04,Current
2132,701.0,42851,24,NY,Individual,3530.0,2026-02-05,Current
2133,761.0,41262,24,NC,Business,2381.0,2026-02-06,Default
2134,703.0,14317,12,TX,Business,5100.0,2026-02-07,Current
2135,668.0,24534,24,WA,Individual,4067.0,2026-02-08,Current
2136,728.0,28734,24,NY,Family,4523.0,2026-02-09,Current
2137,739.0,38897,36,WA,Individual,1382.0,2026-02-10,Current
2138,619.0,35872,12,NY,Family,4035.0,2026-02-11,Current
2139,710.0,43201,12,NC,Family,6173.0,2026-02-12,Current
2140,715.0,10689,36,IL,Individual,6614.0,2026-02-13,Current
2141,665.0,6567,6,FL,Family,5578.0,2026-02-14,Current
2142,749.0,23732,24,MI,Business,2497.0,2026-02-15,Default
2143,672.0,23774,12,IL,Individual,6389.0,2026-02-16,Current
2144,686.0,26195,12,FL,Individual,5586.0,2026-02-17,Current
2145,671.0,40412,18,NC,Individual,4324.0,2026-02-18,Current
2146,681.0,47098,12,NC,Family,1462.0,2026-02-19,Current
2147,625.0,25257,36,NC,Business,5930.0,2026-02-20,Current
2148,608.0,7394,6,FL,Business,3612.0,2026-02-21,Current
2149,760.0,39302,24,TX,Individual,5019.0,2026-02-22,Current
2150,638.0,25228,24,CA,Family,4603.0,2026-02-23,Current
2151,630.0,15388,12,FL,Individual,6808.0,2026-02-24,Current
2152,572.0,14319,24,OH,Individual,4312.0,2026-02-25,Default
2153,648.0,9475,12,CA,Individual,4477.0,2026-02-26,Current
2154,614.0,34555,24,OH,Individual,6868.0,2026-02-27,Current
2155,762.0,21158,18,NY,Family,3513.0,2026-02-28,Current
2156,730.0,17728,12,MI,Business,5721.0,2026-03-01,Current
2157,646.0,47774,18,MI,Family,4202.0,2026-03-02,Current
2158,793.0,32545,24,MI,Family,2996.0,2026-03-03,Current
2159,729.0,34100,36,GA,Individual,4502.0,2026-03-04,Current
2160,664.0,19150,12,FL,Business,5538.0,2026-03-05,Current
2161,555.0,36214,18,TX,Family,6531.0,2026-03-06,Current
2162,795.0,35876,12,NY,Business,6712.0,2026-03-07,Current
2163,611.0,6239,24,NC,Individual,4058.0,2026-03-08,Current
2164,598.0,41699,6,FL,Family,3019.0,2026-03-09,Default
2165,731.0,39821,24,OH,Family,4022.0,2026-03-10,Default
2166,802.0,33615,12,OH,Individual,2728.0,2026-03-11,Current
2167,749.0,16746,18,CA,Family,4174.0,2026-03-12,Current
2168,708.0,23921,24,NC,Business,3988.0,2026-03-13,Current
2169,710.0,25745,24,GA,Individual,5591.0,2026-03-14,Current
2170,723.0,4245,24,OH,Individual,1191.0,2026-03-15,Current
2171,718.0,49607,18,MI,Family,3400.0,2026-03-16,Current
2172,694.0,27853,24,CA,Individual,3412.0,2026-03-17,Current
2173,685.0,30632,18,IL,Family,6281.0,2026-03-18,Current
2174,677.0,15856,36,WA,Family,2829.0,2026-03-19,Current
2175,642.0,8105,18,CA,Individual,4840.0,2026-03-20,Current
2176,666.0,38690,18,CA,Business,4308.0,2026-03-21,Default
2177,595.0,5513,12,OH,Family,6065.0,2026-03-22,Current
2178,675.0,5801,18,FL,Business,5394.0,2026-03-23,Current
2179,631.0,35345,12,NC,Family,4682.0,2026-03-24,Current
2180,625.0,16895,24,IL,Business,3668.0,2026-03-25,Current
2181,689.0,42749,24,MI,Individual,1721.0,2026-03-26,Current
2182,750.0,11221,36,FL,Individual,4871.0,2026-03-27,Current
2183,726.0,9038,6,NY,Individual,5296.0,2026-03-28,Current
2184,601.0,35031,12,OH,Individual,2138.0,2026-03-29,Current
2185,631.0,18082,24,NC,Business,2649.0,2026-03-30,Current
2186,727.0,17648,12,TX,Individual,4878.0,2026-03-31,Default
2187,631.0,3364,18,MI,Business,5009.0,2026-04-01,Current
2188,669.0,37568,24,FL,Individual,3014.0,2026-04-02,Current
2189,708.0,17110,18,MI,Individual,3639.0,2026-04-03,Current
2190,632.0,8958,12,NC,Business,1745.0,2026-04-04,Current
2191,685.0,12096,24,NY,Individual,6566.0,2026-04-05,Current
2192,613.0,10436,6,NY,Family,2550.0,2026-04-06,Current
2193,650.0,24177,24,MI,Individual,5313.0,2026-04-07,Default
2194,696.0,29754,6,NY,Business,4448.0,2026-04-08,Current
2195,600.0,27544,24,FL,Family,6434.0,2026-04-09,Default
2196,702.0,15638,6,MI,Family,3312.0,2026-04-10,Current
2197,679.0,3179,24,FL,Individual,4592.0,2026-04-11,Current
2198,708.0,6873,6,NY,Individual,1952.0,2026-04-12,Current
2199,691.0,20570,24,GA,Business,1592.0,2026-04-13,Current
2200,748.0,20157,18,WA,Business,5395.0,2026-04-14,Current
2201,686.0,48565,6,TX,Individual,1822.0,2026-04-15,Current
2202,659.0,7460,24,OH,Individual,4158.0,2026-04-16,Current
2203,686.0,3352,18,NC,Individual,6017.0,2026-04-17,Current
2204,707.0,24586,12,TX,Individual,5620.0,2026-04-18,Current
2205,682.0,8344,6,FL,Family,3503.0,2026-04-19,Current
2206,682.0,7507,18,WA,Individual,2117.0,2026-04-20,Default
2207,645.0,40598,6,WA,Individual,5264.0,2026-04-21,Current
2208,647.0,46988,6,GA,Family,6513.0,2026-04-22,Current
2209,610.0,35885,12,IL,Individual,3507.0,2026-04-23,Current
2210,767.0,19865,24,IL,Family,3295.0,2026-04-24,Current
2211,618.0,40055,18,FL,Business,3713.0,2026-04-25,Default
2212,645.0,30213,6,WA,Individual,5357.0,2026-04-26,Current
2213,644.0,7477,36,GA,Family,6343.0,2026-04-27,Current
2214,725.0,9533,24,OH,Individual,2641.0,2026-04-28,Current
2215,665.0,26396,12,OH,Individual,2253.0,2026-04-29,Current
2216,742.0,15755,12,TX,Individual,8010.0,2026-04-30,Current
2217,646.0,3865,36,MI,Individual,4234.0,2026-05-01,Current
2218,694.0,14173,18,NC,Individual,4879.0,2026-05-02,Current
2219,638.0,41097,12,GA,Individual,3462.0,2026-05-03,Current
2220,787.0,36371,18,MI,Business,5235.0,2026-05-04,Current
2221,621.0,41524,24,NY,Family,5940.0,2026-05-05,Current
2222,695.0,14254,12,OH,Business,4950.0,2026-05-06,Current
2223,712.0,7018,24,FL,Family,7111.0,2026-05-07,Current
2224,701.0,8192,24,GA,Individual,4010.0,2026-05-08,Current
2225,671.0,5015,18,WA,Individual,4106.0,2026-05-09,Current
2226,674.0,45618,24,CA,Individual,4847.0,2026-05-10,Current
2227,682.0,6380,12,CA,Individual,5197.0,2026-05-11,Current
2228,673.0,31343,18,OH,Family,4842.0,2026-05-12,Current
2229,728.0,6770,18,GA,Family,2573.0,2026-05-13,Current
2230,791.0,8829,18,MI,Individual,4969.0,2026-05-14,Current
2231,652.0,37381,12,MI,Individual,3939.0,2026-05-15,Current
2232,612.0,48915,12,GA,Individual,3629.0,2026-05-16,Current
2233,676.0,18545,12,NC,Individual,4549.0,2026-05-17,Current
2234,809.0,21263,12,OH,Individual,3058.0,2026-05-18,Current
2235,640.0,41140,12,NY,Family,2797.0,2026-05-19,Current
2236,762.0,46306,24,TX,Individual,577.0,2026-05-20,Current
2237,764.0,28675,6,GA,Family,7121.0,2026-05-21,Current
2238,652.0,28362,24,NC,Individual,5334.0,2026-05-22,Current
2239,708.0,3148,12,CA,Individual,4325.0,2026-05-23,Current
2240,761.0,4754,6,MI,Business,3499.0,2026-05-24,Current
2241,661.0,29745,12,FL,Family,186.0,2026-05-25,Current
2242,670.0,10378,12,OH,Individual,3407.0,2026-05-26,Current
2243,651.0,49359,18,MI,Business,5574.0,2026-05-27,Current
2244,629.0,23140,12,NY,Individual,5913.0,2026-05-28,Current
2245,648.0,12371,36,NC,Individual,5463.0,2026-05-29,Default
2246,619.0,29999,36,CA,Family,4738.0,2026-05-30,Default
2247,682.0,15779,18,NY,Family,6456.0,2026-05-31,Current
2248,642.0,34075,24,TX,Individual,4007.0,2026-06-01,Default
2249,692.0,33697,6,IL,Individual,6128.0,2026-06-02,Current
2250,602.0,12795,18,FL,Business,3923.0,2026-06-03,Default
2251,697.0,41460,24,TX,Individual,3178.0,2026-06-04,Current
2252,722.0,7218,12,OH,Individual,2991.0,2026-06-05,Current
2253,580.0,40571,6,MI,Family,2903.0,2026-06-06,Current
2254,699.0,14672,12,WA,Business,5489.0,2026-06-07,Current
2255,741.0,34042,18,WA,Individual,3386.0,2026-06-08,Current
2256,620.0,38950,18,CA,Family,2950.0,2026-06-09,Current
2257,764.0,14009,12,GA,Family,5571.0,2026-06-10,Current
2258,701.0,22544,18,MI,Individual,4992.0,2026-06-11,Current
2259,645.0,32381,18,WA,Family,5944.0,2026-06-12,Current
2260,677.0,28287,24,NC,Business,5269.0,2026-06-13,Current
2261,708.0,5586,12,IL,Individual,3370.0,2026-06-14,Current
2262,684.0,5648,24,CA,Individual,4614.0,2026-06-15,Current
2263,707.0,43081,24,FL,Business,4688.0,2026-06-16,Current
2264,634.0,21101,24,TX,Family,3121.0,2026-06-17,Current
2265,688.0,48312,24,TX,Individual,2843.0,2026-06-18,Current
2266,609.0,24692,18,WA,Family,3479.0,2026-06-19,Current
2267,674.0,10407,12,CA,Family,7555.0,2026-06-20,Current
2268,635.0,20254,18,WA,Family,3881.0,2026-06-21,Current
2269,643.0,18234,36,TX,Business,6349.0,2026-06-22,Default
2270,742.0,25211,18,OH,Individual,3797.0,2026-06-23,Current
2271,735.0,32480,6,NY,Individual,5833.0,2026-06-24,Current
2272,710.0,27846,6,MI,Family,5854.0,2026-06-25,Current
2273,625.0,45503,36,CA,Individual,5929.0,2026-06-26,Current
2274,664.0,49193,6,NC,Family,5082.0,2026-06-27,Current
2275,741.0,18321,6,WA,Individual,6566.0,2026-06-28,Current
2276,687.0,15646,12,WA,Individual,5068.0,2026-06-29,Current
2277,796.0,25117,36,GA,Individual,7070.0,2026-06-30,Current
2278,700.0,7893,12,IL,Family,2070.0,2026-07-01,Default
2279,690.0,12476,18,FL,Family,5022.0,2026-07-02,Current
2280,665.0,20270,24,WA,Individual,4925.0,2026-07-03,Default
2281,687.0,24702,6,NC,Individual,3095.0,2026-07-04,Current
2282,672.0,7382,24,FL,Individual,5369.0,2026-07-05,Current
2283,715.0,4785,18,IL,Family,2265.0,2026-07-06,Current
2284,728.0,48798,18,GA,Individual,3519.0,2026-07-07,Current
2285,641.0,14735,24,WA,Family,1501.0,2026-07-08,Current
2286,613.0,33177,36,FL,Family,6838.0,2026-07-09,Default
2287,588.0,33712,18,FL,Individual,4153.0,2026-07-10,Default
2288,705.0,19679,12,OH,Family,7750.0,2026-07-11,Current
2289,625.0,46013,24,FL,Individual,5704.0,2026-07-12,Current
2290,572.0,38365,18,TX,Family,5172.0,2026-07-13,Default
2291,699.0,20064,36,IL,Individual,3621.0,2026-07-14,Current
2292,805.0,33563,36,NC,Individual,2930.0,2026-07-15,Current
2293,680.0,36092,12,GA,Family,5284.0,2026-07-16,Current
2294,722.0,29867,36,IL,Individual,4393.0,2026-07-17,Current
2295,684.0,48382,12,NY,Family,2491.0,2026-07-18,Current
2296,675.0,36754,24,TX,Family,2225.0,2026-07-19,Current
2297,726.0,22502,6,GA,Family,3062.0,2026-07-20,Current
2298,665.0,3760,24,NY,Individual,7231.0,2026-07-21,Current
2299,693.0,27142,24,FL,Family,7820.0,2026-07-22,Current
2300,696.0,47653,24,IL,Family,4807.0,2026-07-23,Current
2301,647.0,44996,36,NC,Individual,4723.0,2026-07-24,Current
2302,730.0,20290,18,GA,Family,3996.0,2026-07-25,Current
2303,671.0,8499,18,MI,Business,3098.0,2026-07-26,Current
2304,642.0,3364,24,NY,Individual,6563.0,2026-07-27,Current
2305,707.0,22797,24,OH,Business,7310.0,2026-07-28,Current
2306,635.0,43795,36,TX,Individual,3160.0,2026-07-29,Current
2307,681.0,35535,36,TX,Individual,4376.0,2026-07-30,Current
2308,680.0,49300,12,OH,Individual,3825.0,2026-07-31,Current
2309,734.0,19105,18,TX,Family,3870.0,2026-08-01,Current
2310,704.0,10939,12,CA,Individual,6279.0,2026-08-02,Current
2311,679.0,16936,24,CA,Business,2532.0,2026-08-03,Current
2312,721.0,45029,12,GA,Business,5200.0,2026-08-04,Current
2313,750.0,18863,24,MI,Family,5592.0,2026-08-05,Current
2314,708.0,15561,12,NC,Individual,4287.0,2026-08-06,Current
2315,681.0,13447,12,FL,Business,5840.0,2026-08-07,Current
2316,614.0,33624,12,CA,Business,4721.0,2026-08-08,Current
2317,627.0,49940,6,NY,Individual,6326.0,2026-08-09,Current
2318,665.0,47646,24,OH,Family,2217.0,2026-08-10,Current
2319,650.0,15411,12,IL,Family,3977.0,2026-08-11,Default
2320,671.0,22465,12,MI,Family,4392.0,2026-08-12,Current
2321,683.0,41216,6,NC,Individual,492.0,2026-08-13,Current
2322,706.0,22642,24,NY,Individual,2871.0,2026-08-14,Current
2323,676.0,34262,24,MI,Individual,3280.0,2026-08-15,Current
2324,704.0,33363,12,OH,Individual,5922.0,2026-08-16,Current
2325,683.0,5107,24,NY,Family,3440.0,2026-08-17,Current
2326,581.0,10928,18,OH,Business,3273.0,2026-08-18,Current
2327,633.0,22317,12,NC,Business,5726.0,2026-08-19,Current
2328,673.0,28017,24,TX,Family,2073.0,2026-08-20,Default
2329,620.0,16528,12,FL,Family,1393.0,2026-08-21,Current
2330,710.0,16313,24,FL,Individual,3958.0,2026-08-22,Current
2331,757.0,4559,6,WA,Family,2328.0,2026-08-23,Current
2332,741.0,18167,36,CA,Individual,2385.0,2026-08-24,Current
2333,669.0,18343,6,GA,Individual,5360.0,2026-08-25,Current
2334,755.0,41598,18,IL,Family,5814.0,2026-08-26,Current
2335,687.0,10523,36,OH,Individual,5683.0,2026-08-27,Current
2336,663.0,31439,6,WA,Individual,6163.0,2026-08-28,Current
2337,649.0,18524,18,WA,Business,6362.0,2026-08-29,Current
2338,665.0,16285,12,WA,Individual,1307.0,2026-08-30,Current
2339,661.0,13973,18,OH,Individual,5176.0,2026-08-31,Current
2340,689.0,25694,12,NC,Individual,3706.0,2026-09-01,Current
2341,688.0,38774,6,OH,Individual,3379.0,2026-09-02,Current
2342,680.0,7302,24,FL,Individual,5341.0,2026-09-03,Current
2343,702.0,25391,18,OH,Family,1905.0,2026-09-04,Current
2344,740.0,7611,24,NC,Individual,1873.0,2026-09-05,Current
2345,727.0,12372,12,MI,Business,5450.0,2026-09-06,Current
2346,606.0,27312,12,FL,Individual,5232.0,2026-09-07,Current
2347,552.0,17080,18,TX,Individual,4705.0,2026-09-08,Current
2348,727.0,18082,18,NY,Family,3180.0,2026-09-09,Current
2349,612.0,45861,12,TX,Family,5616.0,2026-09-10,Default
2350,669.0,33677,12,GA,Family,5520.0,2026-09-11,Current
2351,621.0,23874,12,TX,Business,4628.0,2026-09-12,Current
2352,590.0,11378,12,FL,Individual,2734.0,2026-09-13,Default
2353,707.0,4597,12,TX,Individual,3862.0,2026-09-14,Current
2354,718.0,14600,12,CA,Business,5757.0,2026-09-15,Current
2355,651.0,6747,24,TX,Individual,6491.0,2026-09-16,Current
2356,550.0,16879,18,IL,Individual,4010.0,2026-09-17,Current
2357,653.0,16017,12,GA,Individual,4125.0,2026-09-18,Default
2358,700.0,27815,12,NY,Family,4257.0,2026-09-19,Current
2359,606.0,21964,12,NC,Individual,4912.0,2026-09-20,Current
2360,689.0,31812,18,IL,Individual,3628.0,2026-09-21,Default
2361,679.0,43200,36,IL,Individual,159.0,2026-09-22,Current
2362,709.0,27714,24,IL,Family,6289.0,2026-09-23,Current
2363,686.0,21890,24,NC,Individual,7192.0,2026-09-24,Current
2364,631.0,7725,24,CA,Individual,3581.0,2026-09-25,Current
2365,740.0,46205,12,CA,Family,2900.0,2026-09-26,Current
2366,672.0,23684,6,NC,Business,4294.0,2026-09-27,Current
2367,679.0,29325,24,MI,Family,4219.0,2026-09-28,Current
2368,633.0,35542,12,OH,Family,5993.0,2026-09-29,Current
2369,658.0,49037,18,OH,Individual,4582.0,2026-09-30,Default
2370,636.0,16092,24,CA,Individual,3311.0,2026-10-01,Default
2371,671.0,33382,24,FL,Individual,2522.0,2026-10-02,Default
2372,766.0,42770,12,NC,Business,5798.0,2026-10-03,Current
2373,611.0,28457,18,CA,Individual,5399.0,2026-10-04,Current
2374,599.0,9131,24,FL,Business,6091.0,2026-10-05,Current
2375,754.0,49029,24,OH,Business,3048.0,2026-10-06,Current
2376,670.0,28215,24,TX,Individual,7258.0,2026-10-07,Current
2377,647.0,15612,36,CA,Individual,1884.0,2026-10-08,Current
2378,732.0,40305,6,GA,Individual,5564.0,2026-10-09,Current
2379,650.0,16091,18,TX,Individual,1636.0,2026-10-10,Current
2380,771.0,38103,12,TX,Individual,3315.0,2026-10-11,Current
2381,714.0,40089,12,CA,Business,6842.0,2026-10-12,Current
2382,656.0,32759,36,FL,Individual,5747.0,2026-10-13,Current
2383,788.0,49022,36,GA,Individual,3681.0,2026-10-14,Current
2384,650.0,3559,12,FL,Individual,3722.0,2026-10-15,Default
2385,717.0,3713,6,IL,Business,4651.0,2026-10-16,Current
2386,695.0,40361,12,FL,Family,5271.0,2026-10-17,Current
2387,745.0,18184,24,FL,Business,6377.0,2026-10-18,Default
2388,758.0,18261,12,MI,Business,3816.0,2026-10-19,Current
2389,682.0,23372,6,WA,Individual,2082.0,2026-10-20,Current
2390,642.0,35140,6,NY,Individual,4735.0,2026-10-21,Current
2391,703.0,36024,18,WA,Individual,3814.0,2026-10-22,Current
2392,646.0,35544,36,GA,Individual,2549.0,2026-10-23,Current
2393,781.0,3037,12,GA,Family,4947.0,2026-10-24,Current
2394,687.0,46032,18,NC,Individual,4180.0,2026-10-25,Current
2395,662.0,15697,12,FL,Individual,4960.0,2026-10-26,Current
2396,689.0,44420,18,TX,Family,3158.0,2026-10-27,Current
2397,613.0,34707,24,WA,Family,5230.0,2026-10-28,Current
2398,631.0,29016,12,NC,Family,2524.0,2026-10-29,Current
2399,740.0,37600,12,IL,Individual,3258.0,2026-10-30,Current
2400,647.0,26984,24,NY,Business,4136.0,2026-10-31,Current
2401,628.0,8167,6,FL,Family,7113.0,2026-11-01,Default
2402,707.0,3432,24,NC,Individual,5677.0,2026-11-02,Current
2403,739.0,7151,12,WA,Family,6116.0,2026-11-03,Current
2404,716.0,9411,12,IL,Business,6626.0,2026-11-04,Current
2405,730.0,33788,24,MI,Individual,9904.0,2026-11-05,Current
2406,642.0,29623,24,OH,Individual,4562.0,2026-11-06,Current
2407,609.0,25104,18,NY,Individual,6631.0,2026-11-07,Default
2408,755.0,3256,6,GA,Individual,6019.0,2026-11-08,Current
2409,664.0,36439,18,MI,Business,5994.0,2026-11-09,Current
2410,667.0,36257,18,FL,Individual,7161.0,2026-11-10,Current
2411,746.0,42657,18,OH,Family,3871.0,2026-11-11,Current
2412,708.0,47674,24,OH,Family,3752.0,2026-11-12,Current
2413,703.0,21066,6,NY,Family,4980.0,2026-11-13,Current
2414,788.0,48371,18,TX,Individual,4226.0,2026-11-14,Current
2415,648.0,35746,18,MI,Individual,4978.0,2026-11-15,Current
2416,726.0,5460,12,TX,Individual,6844.0,2026-11-16,Current
2417,683.0,40297,24,CA,Individual,3783.0,2026-11-17,Current
2418,693.0,37743,12,MI,Individual,4043.0,2026-11-18,Current
2419,756.0,6216,12,IL,Business,4761.0,2026-11-19,Current
2420,705.0,17267,36,FL,Individual,4158.0,2026-11-20,Current
2421,707.0,12581,12,MI,Family,1629.0,2026-11-21,Current
2422,734.0,7515,12,MI,Individual,3630.0,2026-11-22,Current
2423,662.0,25076,18,CA,Family,5531.0,2026-11-23,Current
2424,638.0,47816,36,NY,Business,6656.0,2026-11-24,Current
2425,628.0,12776,36,NY,Individual,2768.0,2026-11-25,Current
2426,582.0,24947,18,IL,Business,2761.0,2026-11-26,Default
2427,783.0,5963,6,NY,Family,4545.0,2026-11-27,Current
2428,625.0,9786,36,OH,Business,1387.0,2026-11-28,Current
2429,669.0,16866,18,WA,Family,3833.0,2026-11-29,Current
2430,666.0,41968,12,CA,Individual,1896.0,2026-11-30,Current
2431,695.0,35305,24,WA,Individual,6554.0,2026-12-01,Current
2432,721.0,20360,12,WA,Individual,3346.0,2026-12-02,Current
2433,723.0,43113,6,CA,Family,6979.0,2026-12-03,Current
2434,651.0,35813,24,WA,Business,6170.0,2026-12-04,Current
2435,672.0,4193,18,WA,Family,3531.0,2026-12-05,Current
2436,694.0,7512,12,WA,Individual,2892.0,2026-12-06,Current
2437,668.0,25666,12,IL,Business,4210.0,2026-12-07,Current
2438,760.0,19630,18,GA,Family,4343.0,2026-12-08,Current
2439,705.0,11983,12,IL,Individual,5019.0,2026-12-09,Current
2440,717.0,3636,12,TX,Individual,3335.0,2026-12-10,Current
2441,713.0,6775,24,MI,Individual,5620.0,2026-12-11,Current
2442,739.0,5421,24,NY,Business,4898.0,2026-12-12,Current
2443,689.0,16025,18,CA,Business,3989.0,2026-12-13,Current
2444,615.0,12280,24,OH,Individual,3432.0,2026-12-14,Default
2445,700.0,39951,24,WA,Individual,4223.0,2026-12-15,Current
2446,647.0,14351,24,NC,Family,3275.0,2026-12-16,Current
2447,654.0,41091,12,CA,Business,4588.0,2026-12-17,Current
